files,sample_accession
HRR573065_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573065/HRR573065_f1.fq.gz,HRS321703
HRR573065_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573065/HRR573065_r2.fq.gz,HRS321703
HRR573066_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573066/HRR573066_f1.fq.gz,HRS321704
HRR573066_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573066/HRR573066_r2.fq.gz,HRS321704
HRR573067_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573067/HRR573067_f1.fq.gz,HRS321705
HRR573067_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573067/HRR573067_r2.fq.gz,HRS321705
HRR573068_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573068/HRR573068_f1.fq.gz,HRS321706
HRR573068_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573068/HRR573068_r2.fq.gz,HRS321706
HRR573069_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573069/HRR573069_f1.fq.gz,HRS321707
HRR573069_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573069/HRR573069_r2.fq.gz,HRS321707
HRR573070_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573070/HRR573070_f1.fq.gz,HRS321708
HRR573070_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573070/HRR573070_r2.fq.gz,HRS321708
HRR573071_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573071/HRR573071_f1.fq.gz,HRS321709
HRR573071_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573071/HRR573071_r2.fq.gz,HRS321709
HRR573072_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573072/HRR573072_f1.fq.gz,HRS321710
HRR573072_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573072/HRR573072_r2.fq.gz,HRS321710
HRR573073_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573073/HRR573073_f1.fq.gz,HRS321711
HRR573073_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573073/HRR573073_r2.fq.gz,HRS321711
HRR573074_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573074/HRR573074_f1.fq.gz,HRS321712
HRR573074_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573074/HRR573074_r2.fq.gz,HRS321712
HRR573075_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573075/HRR573075_f1.fq.gz,HRS321713
HRR573075_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573075/HRR573075_r2.fq.gz,HRS321713
HRR573076_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573076/HRR573076_f1.fq.gz,HRS321714
HRR573076_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573076/HRR573076_r2.fq.gz,HRS321714
HRR573077_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573077/HRR573077_f1.fq.gz,HRS321715
HRR573077_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573077/HRR573077_r2.fq.gz,HRS321715
HRR573078_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573078/HRR573078_f1.fq.gz,HRS321716
HRR573078_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573078/HRR573078_r2.fq.gz,HRS321716
HRR573079_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573079/HRR573079_f1.fq.gz,HRS321717
HRR573079_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573079/HRR573079_r2.fq.gz,HRS321717
HRR573080_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573080/HRR573080_f1.fq.gz,HRS321718
HRR573080_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573080/HRR573080_r2.fq.gz,HRS321718
HRR573081_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573081/HRR573081_f1.fq.gz,HRS321719
HRR573081_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573081/HRR573081_r2.fq.gz,HRS321719
HRR573082_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573082/HRR573082_f1.fq.gz,HRS321720
HRR573082_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573082/HRR573082_r2.fq.gz,HRS321720
HRR573083_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573083/HRR573083_f1.fq.gz,HRS321721
HRR573083_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573083/HRR573083_r2.fq.gz,HRS321721
HRR573084_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573084/HRR573084_f1.fq.gz,HRS321722
HRR573084_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573084/HRR573084_r2.fq.gz,HRS321722
HRR573085_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573085/HRR573085_f1.fq.gz,HRS321723
HRR573085_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573085/HRR573085_r2.fq.gz,HRS321723
HRR573086_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573086/HRR573086_f1.fq.gz,HRS321724
HRR573086_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573086/HRR573086_r2.fq.gz,HRS321724
HRR573087_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573087/HRR573087_f1.fq.gz,HRS321725
HRR573087_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573087/HRR573087_r2.fq.gz,HRS321725
HRR573088_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573088/HRR573088_f1.fq.gz,HRS321726
HRR573088_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573088/HRR573088_r2.fq.gz,HRS321726
HRR573089_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573089/HRR573089_f1.fq.gz,HRS321727
HRR573089_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573089/HRR573089_r2.fq.gz,HRS321727
HRR573090_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573090/HRR573090_f1.fq.gz,HRS321728
HRR573090_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573090/HRR573090_r2.fq.gz,HRS321728
HRR573091_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573091/HRR573091_f1.fq.gz,HRS321729
HRR573091_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573091/HRR573091_r2.fq.gz,HRS321729
HRR573092_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573092/HRR573092_f1.fq.gz,HRS321730
HRR573092_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573092/HRR573092_r2.fq.gz,HRS321730
HRR573093_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573093/HRR573093_f1.fq.gz,HRS321731
HRR573093_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001748/HRR573093/HRR573093_r2.fq.gz,HRS321731
HRR573094_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573094/HRR573094_f1.fq.gz,HRS321732
HRR573094_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573094/HRR573094_r2.fq.gz,HRS321732
HRR573095_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573095/HRR573095_f1.fq.gz,HRS321733
HRR573095_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573095/HRR573095_r2.fq.gz,HRS321733
HRR573096_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573096/HRR573096_f1.fq.gz,HRS321734
HRR573096_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573096/HRR573096_r2.fq.gz,HRS321734
HRR573097_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573097/HRR573097_f1.fq.gz,HRS321735
HRR573097_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573097/HRR573097_r2.fq.gz,HRS321735
HRR573098_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573098/HRR573098_f1.fq.gz,HRS321736
HRR573098_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573098/HRR573098_r2.fq.gz,HRS321736
HRR573099_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573099/HRR573099_f1.fq.gz,HRS321737
HRR573099_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573099/HRR573099_r2.fq.gz,HRS321737
HRR573100_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573100/HRR573100_f1.fq.gz,HRS321738
HRR573100_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573100/HRR573100_r2.fq.gz,HRS321738
HRR573101_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573101/HRR573101_f1.fq.gz,HRS321739
HRR573101_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573101/HRR573101_r2.fq.gz,HRS321739
HRR573102_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573102/HRR573102_f1.fq.gz,HRS321740
HRR573102_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573102/HRR573102_r2.fq.gz,HRS321740
HRR573103_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573103/HRR573103_f1.fq.gz,HRS321741
HRR573103_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573103/HRR573103_r2.fq.gz,HRS321741
HRR573104_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573104/HRR573104_f1.fq.gz,HRS321742
HRR573104_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573104/HRR573104_r2.fq.gz,HRS321742
HRR573105_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573105/HRR573105_f1.fq.gz,HRS321743
HRR573105_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573105/HRR573105_r2.fq.gz,HRS321743
HRR573106_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573106/HRR573106_f1.fq.gz,HRS321744
HRR573106_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573106/HRR573106_r2.fq.gz,HRS321744
HRR573107_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573107/HRR573107_f1.fq.gz,HRS321745
HRR573107_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573107/HRR573107_r2.fq.gz,HRS321745
HRR573108_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573108/HRR573108_f1.fq.gz,HRS321746
HRR573108_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573108/HRR573108_r2.fq.gz,HRS321746
HRR573109_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573109/HRR573109_f1.fq.gz,HRS321747
HRR573109_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573109/HRR573109_r2.fq.gz,HRS321747
HRR573110_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573110/HRR573110_f1.fq.gz,HRS321748
HRR573110_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573110/HRR573110_r2.fq.gz,HRS321748
HRR573111_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573111/HRR573111_f1.fq.gz,HRS321749
HRR573111_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573111/HRR573111_r2.fq.gz,HRS321749
HRR573112_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573112/HRR573112_f1.fq.gz,HRS321750
HRR573112_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573112/HRR573112_r2.fq.gz,HRS321750
HRR573113_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573113/HRR573113_f1.fq.gz,HRS321751
HRR573113_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573113/HRR573113_r2.fq.gz,HRS321751
HRR573114_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573114/HRR573114_f1.fq.gz,HRS321752
HRR573114_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573114/HRR573114_r2.fq.gz,HRS321752
HRR573115_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573115/HRR573115_f1.fq.gz,HRS321753
HRR573115_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573115/HRR573115_r2.fq.gz,HRS321753
HRR573116_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573116/HRR573116_f1.fq.gz,HRS321754
HRR573116_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573116/HRR573116_r2.fq.gz,HRS321754
HRR573117_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573117/HRR573117_f1.fq.gz,HRS321755
HRR573117_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573117/HRR573117_r2.fq.gz,HRS321755
HRR573118_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573118/HRR573118_f1.fq.gz,HRS321756
HRR573118_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573118/HRR573118_r2.fq.gz,HRS321756
HRR573119_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573119/HRR573119_f1.fq.gz,HRS321757
HRR573119_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573119/HRR573119_r2.fq.gz,HRS321757
HRR573120_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573120/HRR573120_f1.fq.gz,HRS321758
HRR573120_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573120/HRR573120_r2.fq.gz,HRS321758
HRR573121_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573121/HRR573121_f1.fq.gz,HRS321759
HRR573121_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573121/HRR573121_r2.fq.gz,HRS321759
HRR573122_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573122/HRR573122_f1.fq.gz,HRS321760
HRR573122_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573122/HRR573122_r2.fq.gz,HRS321760
HRR573123_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573123/HRR573123_f1.fq.gz,HRS321761
HRR573123_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573123/HRR573123_r2.fq.gz,HRS321761
HRR573124_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573124/HRR573124_f1.fq.gz,HRS321762
HRR573124_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573124/HRR573124_r2.fq.gz,HRS321762
HRR573125_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573125/HRR573125_f1.fq.gz,HRS321763
HRR573125_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573125/HRR573125_r2.fq.gz,HRS321763
HRR573126_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573126/HRR573126_f1.fq.gz,HRS321764
HRR573126_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573126/HRR573126_r2.fq.gz,HRS321764
HRR573127_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573127/HRR573127_f1.fq.gz,HRS321765
HRR573127_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573127/HRR573127_r2.fq.gz,HRS321765
HRR573128_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573128/HRR573128_f1.fq.gz,HRS321766
HRR573128_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573128/HRR573128_r2.fq.gz,HRS321766
HRR573129_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573129/HRR573129_f1.fq.gz,HRS321767
HRR573129_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573129/HRR573129_r2.fq.gz,HRS321767
HRR573130_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573130/HRR573130_f1.fq.gz,HRS321768
HRR573130_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573130/HRR573130_r2.fq.gz,HRS321768
HRR573131_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573131/HRR573131_f1.fq.gz,HRS321769
HRR573131_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573131/HRR573131_r2.fq.gz,HRS321769
HRR573132_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573132/HRR573132_f1.fq.gz,HRS321770
HRR573132_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573132/HRR573132_r2.fq.gz,HRS321770
HRR573133_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573133/HRR573133_f1.fq.gz,HRS321771
HRR573133_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573133/HRR573133_r2.fq.gz,HRS321771
HRR573134_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573134/HRR573134_f1.fq.gz,HRS321772
HRR573134_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573134/HRR573134_r2.fq.gz,HRS321772
HRR573135_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573135/HRR573135_f1.fq.gz,HRS321773
HRR573135_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573135/HRR573135_r2.fq.gz,HRS321773
HRR573136_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573136/HRR573136_f1.fq.gz,HRS321774
HRR573136_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573136/HRR573136_r2.fq.gz,HRS321774
HRR573137_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573137/HRR573137_f1.fq.gz,HRS321775
HRR573137_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573137/HRR573137_r2.fq.gz,HRS321775
HRR573138_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573138/HRR573138_f1.fq.gz,HRS321776
HRR573138_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573138/HRR573138_r2.fq.gz,HRS321776
HRR573139_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573139/HRR573139_f1.fq.gz,HRS321777
HRR573139_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573139/HRR573139_r2.fq.gz,HRS321777
HRR573140_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573140/HRR573140_f1.fq.gz,HRS321778
HRR573140_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573140/HRR573140_r2.fq.gz,HRS321778
HRR573141_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573141/HRR573141_f1.fq.gz,HRS321779
HRR573141_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573141/HRR573141_r2.fq.gz,HRS321779
HRR573142_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573142/HRR573142_f1.fq.gz,HRS321780
HRR573142_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573142/HRR573142_r2.fq.gz,HRS321780
HRR573143_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573143/HRR573143_f1.fq.gz,HRS321781
HRR573143_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573143/HRR573143_r2.fq.gz,HRS321781
HRR573144_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573144/HRR573144_f1.fq.gz,HRS321782
HRR573144_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573144/HRR573144_r2.fq.gz,HRS321782
HRR573145_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573145/HRR573145_f1.fq.gz,HRS321783
HRR573145_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573145/HRR573145_r2.fq.gz,HRS321783
HRR573146_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573146/HRR573146_f1.fq.gz,HRS321784
HRR573146_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573146/HRR573146_r2.fq.gz,HRS321784
HRR573147_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573147/HRR573147_f1.fq.gz,HRS321785
HRR573147_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573147/HRR573147_r2.fq.gz,HRS321785
HRR573148_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573148/HRR573148_f1.fq.gz,HRS321786
HRR573148_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573148/HRR573148_r2.fq.gz,HRS321786
HRR573149_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573149/HRR573149_f1.fq.gz,HRS321787
HRR573149_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573149/HRR573149_r2.fq.gz,HRS321787
HRR573150_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573150/HRR573150_f1.fq.gz,HRS321788
HRR573150_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573150/HRR573150_r2.fq.gz,HRS321788
HRR573151_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573151/HRR573151_f1.fq.gz,HRS321789
HRR573151_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573151/HRR573151_r2.fq.gz,HRS321789
HRR573152_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573152/HRR573152_f1.fq.gz,HRS321790
HRR573152_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573152/HRR573152_r2.fq.gz,HRS321790
HRR573153_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573153/HRR573153_f1.fq.gz,HRS321791
HRR573153_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573153/HRR573153_r2.fq.gz,HRS321791
HRR573154_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573154/HRR573154_f1.fq.gz,HRS321792
HRR573154_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573154/HRR573154_r2.fq.gz,HRS321792
HRR573155_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573155/HRR573155_f1.fq.gz,HRS321793
HRR573155_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573155/HRR573155_r2.fq.gz,HRS321793
HRR573156_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573156/HRR573156_f1.fq.gz,HRS321794
HRR573156_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573156/HRR573156_r2.fq.gz,HRS321794
HRR573157_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573157/HRR573157_f1.fq.gz,HRS321795
HRR573157_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573157/HRR573157_r2.fq.gz,HRS321795
HRR573158_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573158/HRR573158_f1.fq.gz,HRS321796
HRR573158_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573158/HRR573158_r2.fq.gz,HRS321796
HRR573159_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573159/HRR573159_f1.fq.gz,HRS321797
HRR573159_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573159/HRR573159_r2.fq.gz,HRS321797
HRR573160_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573160/HRR573160_f1.fq.gz,HRS321798
HRR573160_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573160/HRR573160_r2.fq.gz,HRS321798
HRR573161_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573161/HRR573161_f1.fq.gz,HRS321799
HRR573161_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573161/HRR573161_r2.fq.gz,HRS321799
HRR573162_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573162/HRR573162_f1.fq.gz,HRS321800
HRR573162_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573162/HRR573162_r2.fq.gz,HRS321800
HRR573163_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573163/HRR573163_f1.fq.gz,HRS321801
HRR573163_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573163/HRR573163_r2.fq.gz,HRS321801
HRR573164_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573164/HRR573164_f1.fq.gz,HRS321802
HRR573164_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573164/HRR573164_r2.fq.gz,HRS321802
HRR573165_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573165/HRR573165_f1.fq.gz,HRS321803
HRR573165_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573165/HRR573165_r2.fq.gz,HRS321803
HRR573166_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573166/HRR573166_f1.fq.gz,HRS321804
HRR573166_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573166/HRR573166_r2.fq.gz,HRS321804
HRR573167_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573167/HRR573167_f1.fq.gz,HRS321805
HRR573167_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573167/HRR573167_r2.fq.gz,HRS321805
HRR573168_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573168/HRR573168_f1.fq.gz,HRS321806
HRR573168_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573168/HRR573168_r2.fq.gz,HRS321806
HRR573169_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573169/HRR573169_f1.fq.gz,HRS321807
HRR573169_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573169/HRR573169_r2.fq.gz,HRS321807
HRR573170_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573170/HRR573170_f1.fq.gz,HRS321808
HRR573170_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573170/HRR573170_r2.fq.gz,HRS321808
HRR573171_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573171/HRR573171_f1.fq.gz,HRS321809
HRR573171_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573171/HRR573171_r2.fq.gz,HRS321809
HRR573172_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573172/HRR573172_f1.fq.gz,HRS321810
